age,personnel_id,gender,race,marital_status,education,type_of_work,salary,distance_from_home,years_with_current_manager
57,662,0,2,1,0,1,73070,15,6
56,663,0,2,1,0,1,86523,3,8
49,664,1,2,1,3,1,100429,17,9
42,665,1,2,0,0,0,48794,10,6
43,666,0,2,2,2,1,68728,12,5
42,667,0,1,1,2,1,74545,7,2
54,668,0,2,2,1,3,85106,16,1
58,669,0,2,1,1,3,21737,7,1
40,670,1,2,1,4,0,73130,3,7
39,671,1,2,2,0,0,89544,14,3
27,672,1,2,0,2,0,84601,14,12
66,673,0,2,0,2,1,47677,11,2
66,674,0,2,1,1,4,32630,20,10
39,675,0,2,0,0,1,83236,20,5
44,676,0,2,1,0,2,90289,2,3
52,677,0,2,0,2,2,80468,5,11
43,678,0,2,2,1,0,89559,14,8
61,679,0,2,0,0,0,48839,15,1
54,680,0,2,0,1,2,69564,15,6
58,681,1,2,0,1,3,63606,8,6
21,682,1,1,2,5,1,92339,8,3
52,683,0,2,1,1,3,45252,10,6
55,684,1,2,0,2,1,57621,2,8
49,685,0,2,1,2,1,82367,7,8
51,686,0,2,1,2,1,78577,26,14
52,687,1,2,2,0,1,74541,16,8
71,688,0,3,2,0,1,89561,2,2
48,689,1,3,2,1,2,77332,3,5
47,690,0,0,0,2,1,66552,7,2
46,691,0,1,2,2,1,64377,7,11
59,692,0,2,1,1,0,73948,4,1
63,693,0,2,1,0,0,31117,9,6
55,694,0,2,2,3,3,60523,8,5
63,695,0,2,2,2,5,89611,10,8
64,696,0,2,1,2,1,28026,12,8
30,697,1,2,1,2,0,91522,8,11
49,698,1,1,1,1,1,85605,9,6
40,699,1,2,2,1,2,95894,16,7
53,700,1,2,2,0,1,95237,16,4
55,701,0,2,1,0,0,81602,13,9
53,702,0,2,2,1,4,26479,9,3
42,703,0,2,0,3,1,85263,17,11
48,704,0,2,0,2,3,59338,7,7
70,705,0,2,2,4,2,24660,17,6
48,706,1,1,2,2,0,82106,21,7
29,707,0,1,1,0,2,101593,18,9
41,708,1,2,2,3,1,70205,2,6
46,709,1,2,2,3,3,99322,3,12
52,710,1,3,1,0,4,82777,12,3
61,711,0,2,2,0,0,37899,9,4
51,712,1,0,2,2,5,76072,25,2
57,713,0,2,0,2,0,42063,6,10
54,714,0,2,1,0,0,64584,7,4
49,715,0,2,0,3,0,48112,11,4
45,716,0,3,1,1,3,109171,9,14
33,717,0,2,2,2,1,82846,20,6
62,718,0,2,0,3,3,59540,2,7
59,719,0,2,0,3,1,38249,10,7
50,720,0,4,2,2,1,55709,21,2
63,721,1,2,0,3,1,89478,9,10
23,722,1,2,2,2,0,78040,4,6
62,723,0,2,0,1,3,62199,5,9
41,724,0,2,0,3,3,32590,5,7
49,725,0,1,1,0,1,62108,14,6
40,726,1,2,2,2,1,62366,21,3
34,727,1,1,1,1,0,74303,15,5
40,728,1,1,0,0,1,80755,19,11
58,729,0,2,2,3,1,48700,20,3
36,730,0,2,1,1,2,61569,10,9
39,731,0,2,2,1,0,80854,2,1
48,732,0,3,2,2,0,66463,2,10
62,733,0,2,0,1,3,26540,19,7
38,734,1,2,1,0,0,86941,4,14
44,735,0,1,2,0,0,59550,9,3
52,736,0,2,0,4,1,86397,19,3
37,737,0,2,2,0,1,100331,10,6
39,738,0,2,1,0,2,98342,5,4
38,739,1,1,2,3,2,52895,18,12
48,740,0,2,1,2,1,89795,17,5
60,741,1,1,1,0,1,74658,17,8
60,742,1,1,2,1,3,29256,5,3
52,743,0,2,1,4,0,68239,20,3
44,744,0,2,2,2,1,82684,3,2
19,745,0,2,0,1,1,85426,12,9
58,746,0,2,2,4,1,68994,3,5
39,747,0,2,0,1,3,78925,23,8
58,748,0,2,0,0,1,70283,15,10
68,749,0,2,2,0,1,41181,5,9
41,750,0,2,1,1,3,42438,16,1
37,751,0,2,1,2,1,64344,13,4
64,752,0,2,2,2,5,25391,9,7
48,753,1,2,0,3,1,95889,18,5
61,754,1,2,1,3,1,80907,2,4
39,755,0,2,1,4,1,59605,13,8
52,756,0,2,2,2,1,73954,5,11
47,757,1,2,0,0,1,78323,8,8
61,758,1,2,0,3,1,54679,22,5
25,759,1,2,0,0,0,89003,6,10
56,760,0,2,1,3,3,48402,4,6
50,761,1,4,1,1,3,94262,12,9
57,762,0,2,1,2,1,57341,11,7
41,763,0,2,1,4,1,55257,8,2
34,764,0,2,2,3,2,86950,11,4
34,765,1,2,1,3,3,82916,3,7
55,766,0,2,1,2,0,59585,2,2
41,767,1,2,1,1,1,84314,21,6
30,768,0,2,1,2,1,55861,12,1
46,769,0,2,1,1,3,89737,7,7
42,770,0,2,0,0,0,55976,20,1
46,771,0,2,0,1,3,76283,19,3
55,772,0,2,2,1,1,67068,25,4
68,773,0,2,1,3,3,34916,13,1
41,774,0,1,2,1,3,29112,9,2
37,775,0,2,1,0,1,88210,22,8
44,776,0,2,0,3,3,97018,3,3
53,777,0,0,2,0,1,106092,6,1
46,778,1,2,0,1,3,43912,15,6
24,779,1,2,0,1,3,99511,17,10
35,780,0,3,0,2,3,79643,22,10
60,781,1,2,0,1,3,29754,21,2
47,782,0,2,2,0,1,56955,5,9
49,783,1,2,2,3,1,69293,13,6
55,784,0,2,1,3,3,103296,24,8
56,785,1,2,0,1,2,40019,2,1
42,786,0,6,2,2,5,84700,6,6
31,787,0,2,0,2,2,94123,23,6
44,788,1,2,2,0,0,97191,25,6
32,789,0,3,2,1,1,59798,15,10
52,790,0,2,0,2,1,108930,14,5
52,791,0,2,1,1,2,72714,12,5
44,792,1,3,0,1,2,47248,9,8
32,793,0,1,0,1,3,95258,23,7
72,794,0,1,1,1,3,67524,19,8
35,795,0,2,0,3,1,68995,11,3
44,796,0,3,0,0,0,51858,4,5
59,797,1,2,1,0,4,116325,10,9
57,798,0,2,1,3,1,35156,13,3
45,799,0,1,2,1,3,72283,2,4
43,800,0,2,1,1,2,86201,8,5
40,801,0,2,1,2,2,76395,19,4
34,802,0,2,1,3,2,90140,11,3
62,803,0,1,1,3,2,34843,9,8
47,804,0,1,2,3,3,79464,3,3
50,805,0,2,2,1,1,70299,5,5
58,806,0,2,0,4,1,48717,12,6
61,807,0,2,2,4,1,71906,14,5
35,808,0,3,0,1,1,99337,3,10
51,809,0,2,0,1,0,67000,6,4
61,810,0,2,0,0,0,48282,7,10
50,811,0,3,0,3,1,81944,4,10
54,812,0,2,1,0,2,52533,17,8
53,813,0,2,2,1,3,93997,22,7
50,814,0,1,0,1,1,111666,20,3
41,815,1,2,0,2,1,71243,15,6
56,816,0,2,1,1,3,74813,22,14
48,817,1,2,1,0,1,69996,7,2
66,818,0,2,2,2,0,29973,12,6
41,819,0,2,1,0,2,70211,7,4
38,820,0,1,1,0,0,51860,9,3
50,821,0,2,2,0,1,66677,16,6
39,822,0,2,0,2,1,85220,19,4
32,823,0,0,2,2,2,72458,7,1
67,824,0,2,1,2,1,29067,12,5
43,825,0,1,2,0,0,88282,15,6
42,826,0,2,2,3,1,83813,13,2
55,827,0,2,0,1,1,25679,16,5
34,828,0,2,0,4,0,85046,17,7
55,829,0,2,0,0,1,56001,13,7
57,830,0,2,1,1,0,31653,20,10
38,831,1,0,0,1,5,86259,16,8
47,832,0,2,1,3,3,97769,16,6
51,833,0,2,2,2,1,101775,2,3
64,834,0,2,1,1,3,25477,11,9
42,835,0,2,0,1,3,106214,9,1
34,836,0,1,0,4,1,72220,20,3
36,837,0,2,0,1,1,66391,11,6
48,838,1,1,1,2,0,58816,8,2
55,839,0,4,2,3,3,25722,5,9
31,840,0,2,0,4,0,102577,16,11
59,841,1,2,2,1,3,38005,20,7
37,842,0,2,0,1,3,110967,8,7
30,843,0,2,0,0,1,78071,15,8
37,844,1,2,1,3,1,61443,16,9
41,845,0,2,2,3,1,92590,13,5
46,846,1,2,1,2,1,88007,8,5
52,847,0,2,0,2,2,45219,2,8
49,848,0,0,1,0,0,62611,6,3
46,849,1,2,2,2,5,81378,4,3
38,850,0,2,0,1,3,92047,14,3
37,851,1,3,2,1,2,91479,4,2
48,852,1,5,0,3,3,75149,19,3
33,853,0,2,1,2,0,26613,19,8
36,854,0,2,2,2,3,84886,21,5
42,855,0,2,0,1,3,75581,4,8
33,856,0,2,2,1,1,113068,5,5
67,857,0,2,2,1,3,69787,12,8
47,858,0,2,1,0,1,94389,20,6
44,859,0,1,2,1,3,32452,20,3
50,860,0,1,0,1,3,60527,18,5
50,861,0,0,1,0,2,72845,21,14
40,862,0,2,0,4,0,87681,22,7
46,863,1,2,0,2,1,83712,5,2
40,864,1,2,1,2,2,57706,2,1
35,865,0,2,0,3,1,83842,3,2
64,866,0,2,1,0,1,51547,6,1
50,867,1,2,1,3,1,86700,23,5
37,868,0,2,0,0,4,95905,2,7
66,869,1,2,1,0,0,62333,26,4
70,870,0,2,2,0,1,28354,13,2
43,871,0,3,1,0,0,76846,9,12
42,872,1,2,1,0,0,105197,15,2
45,873,1,2,0,3,1,95330,3,4
31,874,1,2,1,3,3,86567,8,4
67,875,0,2,2,2,1,23454,20,10
48,876,0,2,1,0,1,55239,6,9
37,877,1,2,0,1,3,116423,24,7
53,878,0,2,0,0,1,94674,17,8
51,879,0,2,0,0,0,74895,8,5
40,880,1,2,0,3,1,79824,3,3
45,881,1,2,0,0,0,77261,12,11
63,882,1,2,0,1,0,93247,16,5
43,883,0,2,2,0,3,76148,10,5
58,884,0,4,1,2,0,68331,20,4
52,885,1,1,1,0,2,63564,13,6
57,886,0,2,1,0,1,25525,8,5
52,887,0,2,2,2,1,107294,8,10
68,888,0,2,2,2,3,66953,15,6
62,889,1,2,2,0,0,40305,17,13
50,890,0,1,0,2,1,65587,2,5
48,891,1,2,0,1,3,102408,6,1
29,892,1,2,2,0,1,78496,15,7
24,893,0,1,1,3,3,90353,17,7
52,894,0,1,0,3,3,29526,18,1
51,895,0,2,0,2,1,91572,11,12
64,896,0,2,0,2,4,84345,21,9
66,897,0,5,2,3,1,32111,8,5
50,898,0,2,2,3,3,74870,14,5
46,899,1,2,0,3,3,46839,15,5
51,900,1,2,0,2,1,69030,17,2
35,901,0,2,0,1,1,81568,8,9
51,902,1,2,2,1,3,29432,13,8
64,903,0,3,2,3,2,28484,16,9
48,904,0,2,0,1,1,76188,6,3
66,905,0,2,1,0,0,39746,27,4
34,906,0,2,1,0,2,28424,10,7
47,907,1,2,0,0,1,81999,4,4
45,908,1,6,0,2,1,86506,6,10
40,909,0,0,1,3,1,74198,17,3
40,910,1,2,2,0,0,67634,4,3
38,911,1,3,2,1,3,69354,8,2
60,912,1,2,2,3,5,38343,5,7
64,913,0,2,0,0,0,77898,3,12
66,914,0,0,1,4,0,70178,17,5
54,915,1,3,2,1,1,84030,17,3
61,916,0,2,2,2,1,30066,15,3
28,917,0,1,0,3,1,85651,21,7
70,918,0,2,2,4,1,38795,3,6
45,919,1,0,1,2,5,86120,11,5
34,920,1,2,2,1,3,91405,14,3
56,921,0,2,2,1,1,65049,3,4
69,922,0,1,2,1,1,27663,13,2
42,923,0,2,2,0,1,92672,7,2
43,924,0,0,2,0,1,60518,14,7
41,925,1,2,1,2,1,27809,8,15
35,926,0,2,2,0,0,84208,20,5
63,927,0,2,0,0,1,62722,8,4
44,928,1,2,2,2,1,62223,21,5
46,929,0,2,2,0,2,63166,16,8
60,930,1,2,2,1,5,71273,15,2
45,931,0,2,1,0,1,77095,21,3
61,932,0,3,0,2,0,90752,3,4
45,933,0,2,1,0,1,75719,2,1
19,934,1,2,0,2,1,89420,11,5
52,935,0,2,0,2,1,37841,10,8
61,936,1,2,1,2,0,55063,16,7
59,937,0,2,1,1,3,62811,4,3
36,938,1,2,2,0,1,81135,5,8
62,939,0,0,1,2,1,24288,15,3
58,940,0,3,1,0,2,52904,12,2
36,941,1,2,0,2,1,82932,24,4
52,942,0,2,1,0,0,94755,29,4
29,943,1,3,2,1,0,66038,25,9
48,944,0,2,1,2,1,52233,16,6
41,945,1,2,1,2,4,74960,20,4
57,946,0,2,1,1,1,31759,23,4
39,947,0,2,1,2,1,106839,7,9
42,948,0,2,2,3,0,38369,6,3
62,949,0,2,2,2,1,21097,16,5
43,950,0,2,1,0,0,89826,14,7
45,951,0,2,2,3,3,84741,6,5
65,952,1,2,1,1,5,25709,10,11
30,953,1,2,0,2,1,95405,10,4
34,954,1,2,2,1,3,50884,18,6
44,955,1,2,0,0,0,71618,21,4
48,956,0,2,1,1,1,81354,14,2
56,957,0,0,1,1,3,82425,6,1
47,958,0,2,2,3,4,92448,15,5
45,959,0,2,1,0,1,25562,19,6
44,960,0,2,1,3,0,69995,27,10
65,961,1,2,2,1,1,79207,12,5
58,962,0,2,1,3,1,29486,4,5
55,963,0,2,1,3,3,57058,4,13
35,964,0,2,2,2,0,89188,8,1
34,965,0,2,2,1,3,72220,17,2
63,966,0,2,0,1,1,85179,17,7
59,967,0,2,1,1,3,34982,13,3
50,968,0,1,0,0,1,58465,3,3
42,969,0,2,0,2,1,65777,18,6
33,970,1,1,0,2,0,95075,3,5
61,971,0,2,2,0,2,28433,3,11
24,972,1,2,0,1,3,87184,8,7
39,973,1,2,1,1,2,85171,6,10
65,974,0,2,2,0,1,69781,16,8
39,975,0,3,2,3,3,81257,6,5
50,976,0,2,1,1,3,53461,17,6
60,977,0,1,0,2,1,124556,10,1
45,978,0,2,2,3,3,100184,10,1
40,979,0,2,0,0,1,99117,14,7
47,980,0,2,2,2,0,82980,17,5
50,981,0,6,0,1,1,68961,11,6
41,982,0,2,1,2,1,99216,20,9
34,983,0,2,0,2,0,88185,7,1
50,984,0,4,2,1,4,26090,23,9
58,985,0,2,0,0,1,46065,13,4
50,986,0,2,0,0,0,57914,14,3
42,987,0,2,1,3,2,29315,7,2
46,988,0,2,1,4,5,26610,9,2
56,989,0,2,1,2,1,54672,16,2
57,990,0,2,2,0,1,39305,4,9
55,991,1,0,0,2,1,68122,20,5
56,992,0,2,0,1,1,33167,20,8
67,993,0,1,2,0,1,52452,15,6
32,994,1,1,0,3,0,94264,23,5
70,995,0,2,0,2,0,38434,11,10
57,996,0,2,2,0,1,84845,11,11
70,997,0,4,0,0,0,67054,10,7
48,998,0,2,1,0,0,96621,20,2
36,999,0,2,2,0,2,59861,6,6
44,1000,1,4,1,1,1,62890,8,5
43,1001,0,2,0,2,2,52936,16,2
28,1002,0,2,0,1,1,84073,9,3
47,1003,1,1,2,2,1,96669,11,2
52,1004,1,2,0,1,1,38458,10,6
45,1005,0,2,2,0,1,83713,25,1
43,1006,1,2,2,3,3,56615,19,9
54,1007,0,2,0,2,1,61087,9,10
50,1008,1,2,0,0,1,96726,6,6
40,1009,0,2,0,0,1,65154,20,7
52,1010,0,2,1,2,3,59246,3,7
43,1011,1,2,0,3,3,99630,18,5
38,1012,0,2,2,1,4,103842,10,3
40,1013,0,5,0,1,2,26315,18,12
38,1014,0,1,0,0,0,96217,14,1
34,1015,0,2,1,1,4,88789,8,7
45,1016,1,2,0,0,0,65499,10,7
52,1017,1,1,0,1,3,100268,13,3
38,1018,0,1,0,0,1,81551,12,8
43,1019,0,2,0,0,0,83671,8,10
66,1020,1,2,0,0,0,59331,17,7
61,1021,0,0,0,2,1,92748,10,4
44,1022,0,2,0,1,3,84921,9,2
53,1023,1,1,1,2,1,91846,10,6
55,1024,0,2,2,2,0,63003,8,1
43,1025,0,2,1,1,3,71264,6,3
53,1026,0,2,2,2,5,52749,15,1
43,1027,0,2,1,1,1,77622,5,6
51,1028,1,2,1,0,1,58546,9,5
33,1029,0,2,2,0,1,83467,18,6
34,1030,0,2,1,0,0,79717,9,3
65,1031,0,2,1,0,1,21463,3,11
38,1032,1,2,1,1,3,87898,28,12
33,1033,0,1,0,0,1,100037,7,4
51,1034,1,2,2,1,1,69812,8,2
50,1035,0,1,2,2,0,45590,10,10
37,1036,0,1,1,2,0,126628,5,7
46,1037,0,2,2,2,3,65772,13,6
45,1038,0,2,0,0,1,99411,22,4
50,1039,0,3,2,0,1,33035,22,2
45,1040,0,2,0,1,3,87259,13,1
33,1041,0,2,2,1,1,85862,13,2
47,1042,0,2,2,3,1,81213,4,1
27,1043,0,1,0,1,0,70547,20,2
35,1044,1,1,1,0,2,64763,4,8
59,1045,0,2,1,1,4,39756,3,1
67,1046,0,2,1,2,1,27717,11,4
38,1047,0,1,2,3,1,89851,9,5
36,1048,0,2,2,2,3,78026,11,7
48,1049,0,2,1,1,3,60006,3,2
63,1050,0,2,1,3,3,26371,10,5
61,1051,0,5,1,2,1,33655,8,5
27,1052,0,2,0,2,1,70509,18,1
65,1053,1,2,2,2,2,22262,4,3
37,1054,0,2,0,3,3,83652,23,3
42,1055,1,2,0,2,1,78265,6,6
59,1056,0,2,1,3,0,46457,5,10
46,1057,0,2,0,0,1,68550,18,9
46,1058,1,2,2,3,0,61353,3,4
55,1059,0,2,0,0,2,129947,8,5
36,1060,0,2,1,1,3,48041,5,5
62,1061,0,2,1,1,3,69171,21,8
48,1062,0,2,0,0,4,79580,8,3
70,1063,0,2,0,0,1,60909,15,7
43,1064,0,2,1,2,1,49927,12,8
52,1065,1,2,0,0,0,36875,11,7
32,1066,0,3,2,1,3,98755,10,3
50,1067,0,2,0,1,1,70850,12,6
46,1068,0,2,0,2,1,98592,6,5
58,1069,0,3,2,2,1,70015,23,7
32,1070,1,4,0,0,0,106433,8,9
32,1071,1,2,2,2,1,101276,20,7
47,1072,1,2,0,2,2,63554,3,5
28,1073,0,2,2,1,1,85686,16,4
56,1074,0,2,1,1,3,53671,22,3
50,1075,0,4,0,1,4,50214,6,9
56,1076,0,2,1,2,4,44618,17,4
61,1077,0,2,2,1,3,31449,18,8
46,1078,0,2,0,1,0,79823,11,10
54,1079,0,2,0,1,3,74798,11,8
54,1080,1,2,0,3,1,87343,8,4
72,1081,0,2,2,3,3,36747,15,8
46,1082,0,2,0,1,1,73920,19,4
45,1083,0,2,0,3,3,55283,8,4
64,1084,0,2,0,2,1,58110,23,4
43,1085,1,1,1,2,1,90836,9,4
27,1086,1,2,2,1,3,80310,3,5
55,1087,0,2,0,0,0,99820,7,8
49,1088,0,2,0,0,0,99370,20,1
45,1089,0,4,1,2,2,55742,4,4
51,1090,0,2,0,0,1,51406,8,5
23,1091,0,2,2,0,0,44324,4,2
56,1092,0,2,2,2,1,31121,11,9
45,1093,0,2,2,2,1,64081,5,9
41,1094,1,2,0,1,1,71263,27,5
43,1095,0,2,0,3,0,103369,14,7
52,1096,0,2,0,3,1,101076,14,7
38,1097,0,1,0,3,1,31640,22,3
38,1098,0,2,1,1,2,52529,4,4
59,1099,1,2,2,0,2,32875,12,1
60,1100,0,2,0,0,0,41312,9,13
48,1101,0,5,0,0,1,32578,15,7
54,1102,0,2,0,1,1,63118,9,5
52,1103,0,2,0,0,1,86891,3,4
50,1104,1,2,1,1,1,81814,9,7
36,1105,1,2,1,2,1,93351,12,6
58,1106,0,2,1,0,1,47734,17,6
52,1107,1,2,2,3,0,93810,14,3
58,1108,0,1,1,1,1,80091,14,4
43,1109,1,2,0,2,1,71677,13,4
42,1110,0,2,1,0,4,96996,2,7
50,1111,0,2,1,1,0,62055,13,8
49,1112,0,2,1,3,1,86467,17,2
32,1113,0,2,2,3,3,52331,8,10
51,1114,1,2,1,2,5,70128,9,1
59,1115,0,2,1,2,1,29433,9,4
54,1116,0,2,2,0,1,101374,7,7
34,1117,0,2,2,0,0,96848,8,4
44,1118,1,2,2,1,3,83466,7,5
51,1119,0,2,2,0,1,33968,13,4
35,1120,0,0,0,2,2,52493,7,14
26,1121,1,2,1,1,1,87766,13,3
42,1122,0,2,2,2,5,97174,18,10
40,1123,0,2,2,0,1,87819,16,7
45,1124,1,2,0,1,1,107676,6,6
45,1125,0,2,0,1,3,79387,7,2
62,1126,0,2,2,1,1,25114,10,6
55,1127,0,3,2,0,2,104686,15,8
25,1128,0,2,0,0,1,87507,9,4
47,1129,0,0,2,1,0,99862,18,7
44,1130,0,2,1,2,1,73347,23,5
54,1131,0,2,2,1,3,63512,13,6
55,1132,1,2,1,2,5,66427,21,3
37,1133,0,1,1,2,1,82190,10,11
33,1134,0,1,0,1,3,65063,11,5
49,1135,1,2,2,0,1,44452,13,4
36,1136,1,2,1,2,3,51354,13,4
48,1137,0,2,2,4,2,89398,13,4
40,1138,1,2,0,0,1,53000,10,1
36,1139,1,2,1,1,3,91813,11,4
39,1140,1,2,1,2,1,115627,3,5
52,1141,0,2,1,1,3,79659,14,5
58,1142,1,2,2,0,0,24986,11,5
47,1143,0,2,1,0,1,66734,9,2
37,1144,0,2,0,2,0,77835,19,9
70,1145,0,2,2,2,0,20490,10,4
37,1146,0,1,2,0,0,73660,6,4
63,1147,0,1,0,1,1,35822,14,1
49,1148,0,2,1,1,0,65211,10,5
31,1149,0,2,0,4,2,38146,3,3
29,1150,0,1,2,0,1,81994,7,2
58,1151,1,2,1,1,3,87460,6,7
36,1152,0,0,1,0,1,93676,24,7
47,1153,0,4,1,2,1,50540,2,7
63,1154,0,1,1,4,1,34153,16,1
43,1155,1,2,2,1,3,93734,24,4
43,1156,0,2,1,2,2,86444,13,8
51,1157,1,2,2,2,1,70929,9,4
53,1158,0,2,0,1,1,24901,14,7
42,1159,0,0,1,1,1,70320,7,1
45,1160,1,2,2,1,3,109912,14,9
41,1161,1,2,0,2,1,72421,6,2
38,1162,1,2,0,2,0,77376,18,4
50,1163,0,2,2,2,1,75611,5,6
62,1164,0,2,1,3,1,23310,11,2
39,1165,0,2,1,0,0,65286,15,6
47,1166,0,2,2,1,1,40105,15,2
51,1167,1,2,0,2,2,84205,22,6
45,1168,0,2,2,3,3,58576,16,4
24,1169,0,2,1,2,1,39481,24,1
36,1170,0,3,1,1,3,92588,15,5
70,1171,0,2,2,3,0,23720,5,6
60,1172,0,2,2,1,3,37171,5,2
43,1173,1,2,2,1,3,79883,17,1
43,1174,0,5,0,2,1,72948,25,12
37,1175,0,2,1,1,3,92176,19,3
50,1176,0,2,2,1,3,89738,12,2
30,1177,0,2,1,0,2,49112,8,4
32,1178,1,2,1,3,2,53850,25,3
44,1179,0,2,2,1,1,89346,8,7
20,1180,0,2,2,1,1,106346,23,12
41,1181,0,2,1,1,2,62599,6,5
27,1182,0,2,2,1,3,52996,26,4
45,1183,0,2,1,0,0,66157,8,5
51,1184,1,1,2,1,2,47937,22,9
43,1185,1,3,1,2,1,57848,14,7
43,1186,0,2,1,1,3,41439,8,3
32,1187,1,4,2,3,1,76655,9,8
33,1188,0,2,0,3,4,85273,15,6
65,1189,0,2,2,2,2,54562,14,9
56,1190,1,2,1,2,0,44267,8,7
39,1191,1,2,1,1,1,58348,6,2
45,1192,1,2,2,0,1,94526,18,5
42,1193,0,2,2,1,1,93080,11,5
33,1194,1,2,0,3,1,85060,12,4
59,1195,1,2,0,3,3,99062,7,10
39,1196,0,2,0,1,0,89027,12,1
43,1197,0,1,1,2,2,88223,4,1
68,1198,0,2,2,1,3,24587,17,4
43,1199,1,2,0,2,0,36166,17,6
62,1200,0,2,2,2,0,24821,22,11
23,1201,1,2,2,3,1,78532,9,10
40,1202,0,2,0,1,0,81034,7,3
56,1203,0,4,0,1,1,50316,18,5
70,1204,1,2,2,1,4,76022,18,5
57,1205,0,2,2,3,1,29795,12,9
36,1206,1,2,2,2,0,80825,15,7
38,1207,0,2,0,1,2,75193,9,5
35,1208,0,2,2,2,1,96072,16,7
53,1209,1,2,1,2,1,35808,5,4
36,1210,0,1,1,2,0,108600,20,5
39,1211,0,2,2,2,2,67998,8,4
51,1212,0,0,1,3,3,76573,9,2
54,1213,0,1,2,1,0,70925,14,9
48,1214,0,2,1,0,0,51543,3,7
20,1215,1,2,1,2,1,84213,25,1
45,1216,0,2,0,0,1,82931,3,9
31,1217,0,2,1,1,3,75787,6,8
50,1218,0,2,0,1,0,80975,10,10
45,1219,0,2,2,2,1,88949,13,8
40,1220,0,2,0,3,1,55293,9,2
50,1221,0,2,1,2,1,65359,23,3
72,1222,0,2,2,1,1,24806,12,5
44,1223,0,2,0,1,0,90327,4,2
52,1224,0,2,0,2,1,95379,15,7
59,1225,0,2,2,2,0,83737,8,4
62,1226,0,2,0,1,1,73701,2,1
66,1227,1,2,0,0,0,70271,18,3
33,1228,1,2,2,0,1,68632,14,1
58,1229,0,2,2,0,2,60387,4,10
51,1230,0,2,1,3,0,37438,10,5
33,1231,0,2,2,3,1,43544,7,10
55,1232,0,0,0,0,1,67067,8,7
31,1233,0,2,0,3,0,48651,19,8
41,1234,0,2,2,0,1,69498,6,8
49,1235,0,2,2,1,3,62847,14,8
45,1236,1,2,1,3,0,92048,15,4
66,1237,0,2,2,0,1,30447,8,3
66,1238,0,2,1,0,0,35883,15,5
43,1239,0,2,1,0,1,83098,6,9
59,1240,0,2,2,2,1,22239,23,2
27,1241,0,0,1,2,3,83407,12,5
71,1242,0,2,2,2,5,87428,5,1
50,1243,0,2,1,3,1,63326,21,9
61,1244,0,2,2,2,0,22456,28,7
49,1245,0,2,2,1,3,54411,13,10
19,1246,0,2,2,2,0,100599,9,3
45,1247,0,2,0,2,1,102817,2,4
67,1248,0,2,2,1,3,29675,14,9
40,1249,1,2,1,2,1,71308,9,4
45,1250,1,2,1,2,1,86079,4,8
51,1251,0,2,0,2,0,54610,6,4
43,1252,1,0,0,1,2,75012,16,6
35,1253,1,2,1,3,0,89538,4,1
50,1254,0,2,0,0,1,79335,12,5
50,1255,0,2,0,2,0,79107,21,1
65,1256,1,2,1,1,1,60756,4,7
46,1257,0,2,2,1,1,91008,9,6
48,1258,0,2,1,1,1,91374,22,4
64,1259,1,2,0,4,1,81025,22,7
63,1260,0,2,1,0,4,30289,6,5
42,1261,0,1,2,0,0,55311,8,1
32,1262,0,2,0,2,1,57864,3,8
46,1263,0,2,2,1,3,102704,12,3
45,1264,0,2,2,1,1,99881,3,11
36,1265,0,2,1,2,0,127646,4,8
55,1266,0,2,0,0,0,88048,2,4
43,1267,0,2,2,0,1,91451,16,10
46,1268,0,2,1,4,0,42627,16,12
39,1269,0,2,1,1,0,70506,13,3
50,1270,0,0,2,1,1,51724,5,2
44,1271,0,2,0,2,1,94420,18,3
59,1272,1,2,2,2,0,69442,10,3
48,1273,1,1,0,1,3,49913,12,1
57,1274,0,2,0,3,0,25804,10,5
68,1275,0,2,2,0,1,27136,4,5
55,1276,0,1,0,3,0,72783,21,3
39,1277,1,2,0,0,1,98433,7,3
29,1278,0,2,2,1,3,87770,4,8
52,1279,1,4,0,0,1,85501,4,7
57,1280,1,2,2,0,1,36099,10,6
48,1281,0,2,0,0,1,42475,3,4
39,1282,0,2,0,1,1,73901,5,7
62,1283,0,2,2,1,1,26809,10,2
57,1284,1,2,1,0,1,41077,4,7
36,1285,0,2,0,3,0,79751,20,7
67,1286,0,2,2,0,0,28764,12,8
44,1287,0,2,0,0,2,76331,14,1
46,1288,1,1,1,3,4,96810,10,8
40,1289,0,2,2,1,3,74935,16,7
42,1290,0,2,1,1,3,82025,11,5
47,1291,0,1,0,1,3,55644,11,1
35,1292,1,2,1,4,1,63129,5,6
40,1293,0,2,1,0,1,98462,20,3
57,1294,0,2,0,0,5,60356,11,11
29,1295,0,2,0,1,1,87191,18,2
39,1296,0,1,2,2,2,74554,12,10
21,1297,1,2,1,1,3,50261,10,11
38,1298,0,2,0,0,1,60749,14,2
51,1299,1,0,0,1,3,110042,6,4
34,1300,0,2,2,1,3,57987,16,6
42,1301,0,2,2,3,0,43538,21,6
43,1302,0,4,1,1,3,97497,13,3
35,1303,0,2,2,0,2,68149,5,4
56,1304,0,2,1,2,1,36606,10,4
54,1305,0,2,0,2,3,51991,7,7
62,1306,0,2,2,2,1,38351,14,2
36,1307,0,2,0,1,3,84904,4,9
47,1308,0,2,2,1,3,89647,8,2
36,1309,0,2,0,1,0,62477,15,9
69,1310,1,2,1,3,3,101749,11,3
